driver_id,name,username,email,phone,eco_score,status
D0411,Driver 411,driver411,driver411@mail.com,9830452412,77,Approved
D0412,Driver 412,driver412,driver412@mail.com,9826941092,85,Approved
D0413,Driver 413,driver413,driver413@mail.com,9899853245,73,Approved
D0414,Driver 414,driver414,driver414@mail.com,9885694715,76,Approved
D0415,Driver 415,driver415,driver415@mail.com,9872415804,92,Approved
D0416,Driver 416,driver416,driver416@mail.com,9844392446,94,Approved
D0417,Driver 417,driver417,driver417@mail.com,9859512272,75,Approved
D0418,Driver 418,driver418,driver418@mail.com,9891321540,89,Approved
D0419,Driver 419,driver419,driver419@mail.com,9825372341,94,Approved
D0420,Driver 420,driver420,driver420@mail.com,9831980274,79,Approved
D0421,Driver 421,driver421,driver421@mail.com,9824508768,88,Approved
D0422,Driver 422,driver422,driver422@mail.com,9813446499,99,Approved
D0423,Driver 423,driver423,driver423@mail.com,9851870192,88,Approved
D0424,Driver 424,driver424,driver424@mail.com,9860372847,82,Approved
D0425,Driver 425,driver425,driver425@mail.com,9836619372,72,Approved
D0426,Driver 426,driver426,driver426@mail.com,9889470029,92,Approved
D0427,Driver 427,driver427,driver427@mail.com,9894187049,77,Approved
D0428,Driver 428,driver428,driver428@mail.com,9823676961,92,Approved
D0429,Driver 429,driver429,driver429@mail.com,9850477742,97,Approved
D0430,Driver 430,driver430,driver430@mail.com,9890585882,95,Approved
D0431,Driver 431,driver431,driver431@mail.com,9826247735,95,Approved
D0432,Driver 432,driver432,driver432@mail.com,9885958181,95,Approved
D0433,Driver 433,driver433,driver433@mail.com,9815512205,81,Approved
D0434,Driver 434,driver434,driver434@mail.com,9881503856,83,Approved
D0435,Driver 435,driver435,driver435@mail.com,9898787891,81,Approved
D0436,Driver 436,driver436,driver436@mail.com,9819255216,86,Approved
D0437,Driver 437,driver437,driver437@mail.com,9896911784,80,Approved
D0438,Driver 438,driver438,driver438@mail.com,9811698142,97,Approved
D0439,Driver 439,driver439,driver439@mail.com,9866379329,96,Approved
D0440,Driver 440,driver440,driver440@mail.com,9875793759,73,Approved
D0441,Driver 441,driver441,driver441@mail.com,9868186525,81,Approved
D0442,Driver 442,driver442,driver442@mail.com,9895306788,98,Approved
D0443,Driver 443,driver443,driver443@mail.com,9871705170,92,Approved
D0444,Driver 444,driver444,driver444@mail.com,9830534124,83,Approved
D0445,Driver 445,driver445,driver445@mail.com,9833640702,93,Approved
D0446,Driver 446,driver446,driver446@mail.com,9880027662,90,Approved
D0447,Driver 447,driver447,driver447@mail.com,9846249845,89,Approved
D0448,Driver 448,driver448,driver448@mail.com,9882232344,94,Approved
D0449,Driver 449,driver449,driver449@mail.com,9874893936,84,Approved
D0450,Driver 450,driver450,driver450@mail.com,9868461818,96,Approved
D0451,Driver 451,driver451,driver451@mail.com,9889520597,78,Approved
D0452,Driver 452,driver452,driver452@mail.com,9853258988,97,Approved
D0453,Driver 453,driver453,driver453@mail.com,9842949803,96,Approved
D0454,Driver 454,driver454,driver454@mail.com,9821631697,78,Approved
D0455,Driver 455,driver455,driver455@mail.com,9870505620,77,Approved
D0456,Driver 456,driver456,driver456@mail.com,9872372114,88,Approved
D0457,Driver 457,driver457,driver457@mail.com,9891917334,91,Approved
D0458,Driver 458,driver458,driver458@mail.com,9860867083,80,Approved
D0459,Driver 459,driver459,driver459@mail.com,9813852048,85,Approved
D0460,Driver 460,driver460,driver460@mail.com,9853622663,75,Approved
D0461,Driver 461,driver461,driver461@mail.com,9875437844,76,Approved
D0462,Driver 462,driver462,driver462@mail.com,9857623800,95,Approved
D0463,Driver 463,driver463,driver463@mail.com,9844675473,80,Approved
D0464,Driver 464,driver464,driver464@mail.com,9847535126,98,Approved
D0465,Driver 465,driver465,driver465@mail.com,9890014570,92,Approved
D0466,Driver 466,driver466,driver466@mail.com,9847080140,87,Approved
D0467,Driver 467,driver467,driver467@mail.com,9811362459,86,Approved
D0468,Driver 468,driver468,driver468@mail.com,9835643159,72,Approved
D0469,Driver 469,driver469,driver469@mail.com,9842394260,93,Approved
D0470,Driver 470,driver470,driver470@mail.com,9864549859,85,Approved
D0471,Driver 471,driver471,driver471@mail.com,9884514489,94,Approved
D0472,Driver 472,driver472,driver472@mail.com,9842255732,92,Approved
D0473,Driver 473,driver473,driver473@mail.com,9873900135,90,Approved
D0474,Driver 474,driver474,driver474@mail.com,9875876924,84,Approved
D0475,Driver 475,driver475,driver475@mail.com,9812314351,72,Approved
D0476,Driver 476,driver476,driver476@mail.com,9849491631,77,Approved
D0477,Driver 477,driver477,driver477@mail.com,9864277800,92,Approved
D0478,Driver 478,driver478,driver478@mail.com,9842655866,79,Approved
D0479,Driver 479,driver479,driver479@mail.com,9899115205,88,Approved
D0480,Driver 480,driver480,driver480@mail.com,9859529086,85,Approved
D0481,Driver 481,driver481,driver481@mail.com,9884285882,86,Approved
D0482,Driver 482,driver482,driver482@mail.com,9856138336,83,Approved
D0483,Driver 483,driver483,driver483@mail.com,9883871890,80,Approved
D0484,Driver 484,driver484,driver484@mail.com,9857219209,92,Approved
D0485,Driver 485,driver485,driver485@mail.com,9870900658,78,Approved
D0486,Driver 486,driver486,driver486@mail.com,9851154241,78,Approved
D0487,Driver 487,driver487,driver487@mail.com,9840942292,73,Approved
D0488,Driver 488,driver488,driver488@mail.com,9835848226,80,Approved
D0489,Driver 489,driver489,driver489@mail.com,9826046365,93,Approved
D0490,Driver 490,driver490,driver490@mail.com,9881922443,94,Approved
D0491,Driver 491,driver491,driver491@mail.com,9834850391,76,Approved
D0492,Driver 492,driver492,driver492@mail.com,9839042654,93,Approved
D0493,Driver 493,driver493,driver493@mail.com,9874988034,78,Approved
D0494,Driver 494,driver494,driver494@mail.com,9889133014,94,Approved
D0495,Driver 495,driver495,driver495@mail.com,9880415568,89,Approved
D0496,Driver 496,driver496,driver496@mail.com,9847983442,73,Approved
D0497,Driver 497,driver497,driver497@mail.com,9836054020,79,Approved
D0498,Driver 498,driver498,driver498@mail.com,9840532273,81,Approved
D0499,Driver 499,driver499,driver499@mail.com,9834084236,79,Approved
D0500,Driver 500,driver500,driver500@mail.com,9811898961,92,Approved
